clean_name,name,clalit,maccabi,meuhedet,leumit
דני סלודובניק,דני סלודובניק,0,0,0,0
דני פילק,דני פילק,1,0,0,0
דני רוטשילד,דני רוטשילד,0,1,0,0
דני שבתאי,דני שבתאי,1,0,0,0
דניאל אופיר,"ד""ר דניאל אופיר",1,1,0,0
דניאל אלון,"ד""ר דניאל אלון",0,0,0,0
דניאל בוינובר,דניאל בוינובר,1,0,0,0
דניאל בן הרוש,"ד""ר דניאל בן הרוש",0,0,0,0
דניאל גריילסמר,דניאל גריילסמר,1,0,0,0
דניאל הורוביץ,"ד""ר דניאל הורוביץ",0,0,0,0
דניאל הרדוף,דניאל הרדוף,1,0,0,0
דניאל וולטש,"ד""ר דניאל וולטש",0,0,0,0
דניאל ווליך,דניאל ווליך,1,0,0,0
דניאל וייל,דניאל וייל,0,0,1,0
דניאל ויינר,דניאל ויינר,1,0,0,0
דניאל טרנר,"ד""ר דניאל טרנר",0,0,1,0
דניאל יורדאש סורין,דניאל יורדאש סורין,1,0,1,0
דניאל יפית,"ד""ר דניאל יפית",0,1,1,0
דניאל לוין,"ד""ר דניאל לוין",0,0,0,1
דניאל מור הדר,"ד""ר דניאל מור הדר",0,0,0,0
דניאל מוריינוס," ד""ר דניאל מוריינוס",0,0,0,0
דניאל מורנינקס,דניאל מורנינקס,0,1,0,0
דניאל סעידיאן,"ד""ר דניאל סעידיאן",0,0,0,0
דניאל ספיר,"ד""ר דניאל ספיר",0,1,1,0
דניאל עבאס,דניאל עבאס,1,0,0,0
דניאל פייגין,דניאל פייגין,0,0,1,0
דניאל קוטלר,"ד""ר דניאל קוטלר",1,0,1,1
דניאל קוקוי,דניאל קוקוי,1,0,1,1
דניאל קייזמן,"ד""ר דניאל קייזמן",0,1,0,0
דניאל קפלן,דניאל קפלן,1,0,0,0
דניאל רוזנבאום,דניאל רוזנבאום,0,0,1,0
דניאל רוזנשטיין,"ד""ר דניאל רוזנשטיין",0,0,0,0
דניאל רייף,"ד""ר דניאל רייף",0,0,0,0
דניאל רפפורט,"ד""ר דניאל רפפורט",1,0,0,0
דניאל שי,"ד""ר דניאל שי",0,0,0,0
דניאל שינהר,"ד""ר דניאל שינהר",0,0,0,0
דניאל שניידרמן,דניאל שניידרמן,1,1,1,0
דניאלה כהן,דניאלה כהן,0,1,0,0
דניאלה לוי ארז,"ד""ר דניאלה לוי ארז",0,0,0,0
דניאלה מונטאנו,"ד""ר דניאלה מונטאנו",0,0,0,0
דניאלה נווה,"ד""ר דניאלה נווה",0,1,0,0
דניאלה שבת טאוב,"ד""ר דניאלה שבת טאוב",0,0,0,0
דניס קוגן,"ד""ר דניס קוגן",0,0,0,0
דניס רובינשטיין,"ד""ר דניס רובינשטיין",1,1,0,0
דפנה ברסוק,"ד""ר דפנה ברסוק",0,0,0,0
דפנה גולדנברג,דפנה גולדנברג,1,0,0,0
דפנה הורביץ,דפנה הורביץ,1,0,0,0
דפנה יעקבי (שילה),"ד""ר דפנה יעקבי (שילה)",0,0,0,0
דפנה מנספלד,"ד""ר דפנה מנספלד",0,0,0,0
דפנה שוחט,"ד""ר דפנה שוחט",0,0,0,0
דקל ויסבלך,"ד""ר דקל ויסבלך",0,0,0,0
דר ענת בירמן,דר ענת בירמן,0,0,1,0
דר' איתן לויטס,דר' איתן לויטס,0,0,0,0
דר' דן ליטנר,דר' דן ליטנר,0,0,0,0
דר' יואב אברהמי,דר' יואב אברהמי,0,0,1,0
דר' משה דודאי - פרופ' משנה לכירורגיה,דר' משה דודאי - פרופ' משנה לכירורגיה,0,0,0,0
דרוויש עבד אל קאדר,דרוויש עבד אל קאדר,1,0,0,0
דרור אופיר,"ד""ר דרור אופיר",0,0,0,0
דרור בן דוד,דרור בן דוד,1,0,0,0
דרור גילוני,דרור גילוני,0,1,0,0
דרור הרר,"ד""ר דרור הרר",0,0,0,0
דרור לינדנר,"ד""ר דרור לינדנר",0,0,0,0
דרור מלמד,דרור מלמד,1,0,0,0
דרור סדן,"ד""ר דרור סדן",0,0,0,0
דרור עובדיה,דרור עובדיה,0,0,0,0
דרורית מרקל,"ד""ר דרורית מרקל",0,0,0,0
דריה מילבסקי,"ד""ר דריה מילבסקי",0,0,0,0
דרית אהרונוב,דרית אהרונוב,0,0,1,0
דר׳ אודי צינמון,דר׳ אודי צינמון,1,0,0,0
ד״ר אביטל ורטהיימר,ד״ר אביטל ורטהיימר,0,0,0,0
ד״ר אוקסנה סמניוק,ד״ר אוקסנה סמניוק,0,0,0,0
ד״ר אורן נייזוב,ד״ר אורן נייזוב,0,0,0,0
ד״ר אייל מור הדר,ד״ר אייל מור הדר,0,0,0,0
ד״ר אלכס קגן - המרכז לאבחון וטיפול,ד״ר אלכס קגן - המרכז לאבחון וטיפול,0,0,0,0
ד״ר אלכסנדר שלמן,ד״ר אלכסנדר שלמן,0,0,0,0
ד״ר אמיר פשיטיצקי,ד״ר אמיר פשיטיצקי,0,0,0,0
ד״ר אסף דותן,ד״ר אסף דותן,0,0,0,0
ד״ר אריאל הירשהורן,ד״ר אריאל הירשהורן,0,0,0,0
ד״ר אריק סגל,ד״ר אריק סגל,0,0,0,0
ד״ר בנגייב - רשת מרפאות שיניים,ד״ר בנגייב - רשת מרפאות שיניים,0,0,0,0
ד״ר גלי שטופמן,ד״ר גלי שטופמן,0,0,0,0
ד״ר ג׳ורג׳ סאלאמסוב ואילנה אלקובסקי אמרלד אסתטיקס emerald aesthetics,ד״ר ג׳ורג׳ סאלאמסוב ואילנה אלקובסקי אמרלד אסתטיקס Emerald aesthetics,0,0,0,0
ד״ר ג׳סיקה ז״ק דגן,ד״ר ג׳סיקה ז״ק דגן,0,0,0,0
ד״ר דן וודוביץ,ד״ר דן וודוביץ,0,0,0,0
ד״ר דן סודיה,ד״ר דן סודיה,0,0,0,0
ד״ר דנה גלוזמן ויניצקי,ד״ר דנה גלוזמן ויניצקי,0,0,0,0
ד״ר דניאלה קושניר-גרינבאום,ד״ר דניאלה קושניר-גרינבאום,0,0,0,0
ד״ר דרור לוינר,ד״ר דרור לוינר,0,1,0,0
ד״ר ולרי בילנקו,ד״ר ולרי בילנקו,1,0,0,0
ד״ר זיו פרץ,ד״ר זיו פרץ,0,0,0,0
ד״ר חאלד מוחמד,ד״ר חאלד מוחמד,0,0,0,0
ד״ר טליה נתן,ד״ר טליה נתן,0,0,0,0
ד״ר יהונתן ב. גוטליב,ד״ר יהונתן ב. גוטליב,0,0,0,0
ד״ר יורם הרט,ד״ר יורם הרט,0,0,0,0
ד״ר יעל יגור,ד״ר יעל יגור,0,0,0,0
ד״ר יצחק פינחסוב,ד״ר יצחק פינחסוב,0,0,0,0
ד״ר לארי ספוזניקוב,ד״ר לארי ספוזניקוב,0,0,0,0
ד״ר לידר רפאלי ברקוביץ,ד״ר לידר רפאלי ברקוביץ,0,0,0,0
ד״ר לירון קוגן,ד״ר לירון קוגן,0,1,1,0
ד״ר מוראד סייד אחמד,ד״ר מוראד סייד אחמד,0,0,0,0
ד״ר מיה שטיינברג,ד״ר מיה שטיינברג,1,0,0,0
ד״ר מיכאל משה,ד״ר מיכאל משה,0,0,0,0
ד״ר מיכל מלול,ד״ר מיכל מלול,0,0,0,0
ד״ר מנואל צווקר,ד״ר מנואל צווקר,0,0,0,0
ד״ר מרינה קמנצקי,ד״ר מרינה קמנצקי,0,0,0,0
ד״ר מתי רוזנבלט,ד״ר מתי רוזנבלט,0,0,0,0
ד״ר נור חמדאן,ד״ר נור חמדאן,0,0,0,0
ד״ר נעם איבשיץ,ד״ר נעם איבשיץ,0,0,0,0
ד״ר נעמה אפרת גלדמן,ד״ר נעמה אפרת גלדמן,0,0,0,0
ד״ר סידני סימון,ד״ר סידני סימון,0,0,0,0
ד״ר ספיר פנחס,ד״ר ספיר פנחס,0,0,0,0
ד״ר עדן דוידוב,ד״ר עדן דוידוב,0,0,0,0
ד״ר עומרי זידאן,ד״ר עומרי זידאן,0,0,0,0
ד״ר עמיחי רוזנצוויג,ד״ר עמיחי רוזנצוויג,0,1,0,0
ד״ר ענת בן ארי שפירא,ד״ר ענת בן ארי שפירא,0,0,0,0
ד״ר פארוק נאטור,ד״ר פארוק נאטור,0,0,0,0
ד״ר רוזנה שכטר,ד״ר רוזנה שכטר,0,0,0,0
ד״ר רון בן אליהו,ד״ר רון בן אליהו,1,0,1,0
ד״ר שיראל דמרי יוספי,ד״ר שיראל דמרי יוספי,0,0,0,0
ד״ר שירה שומר,ד״ר שירה שומר,0,0,0,0
ד״ר שירלי אורן,ד״ר שירלי אורן,0,1,0,0
ד״ר תמר בורקובסקי טילמן,ד״ר תמר בורקובסקי טילמן,0,0,0,0
ד”ר אבי דסקלו,ד”ר אבי דסקלו,0,1,1,0
ד”ר אביטל אדלר,ד”ר אביטל אדלר,0,1,0,0
ד”ר אדריאן טודור,ד”ר אדריאן טודור,0,0,0,0
ד”ר אהרון גרינבאום,ד”ר אהרון גרינבאום,1,0,0,1
ד”ר אוהד סגל,ד”ר אוהד סגל,0,1,0,0
ד”ר אולג לוי,ד”ר אולג לוי,0,1,0,0
ד”ר אולג רשטניאק,ד”ר אולג רשטניאק,0,1,0,0
ד”ר אולגה שצ'גול,ד”ר אולגה שצ'גול,0,1,0,0
ד”ר אופיר בן גל,ד”ר אופיר בן גל,0,1,0,0
ד”ר אופיר שטרנפלד,ד”ר אופיר שטרנפלד,0,1,0,0
ד”ר אופיר שני,ד”ר אופיר שני,0,1,0,0
ד”ר אורי אלקן,ד”ר אורי אלקן,0,0,0,1
ד”ר אורי בן שמחון,ד”ר אורי בן שמחון,0,1,0,0
ד”ר אורית עזרא נמני,ד”ר אורית עזרא נמני,0,1,0,0
ד”ר אחמד טאהא,ד”ר אחמד טאהא,0,1,1,1
ד”ר אחמד כבהא,ד”ר אחמד כבהא,0,1,0,0
ד”ר איגור בודינובסקי,ד”ר איגור בודינובסקי,0,1,0,0
ד”ר איזי ברשדסקי,ד”ר איזי ברשדסקי,0,1,0,0
ד”ר אייל טלב,ד”ר אייל טלב,0,1,0,0
ד”ר אייל יחזקאל,ד”ר אייל יחזקאל,0,1,0,0
ד”ר אייל רוזנצויג,ד”ר אייל רוזנצויג,0,0,0,0
ד”ר איילת זלוטוגורסקי הורביץ,ד”ר איילת זלוטוגורסקי הורביץ,0,0,0,0
ד”ר אילון הימן,ד”ר אילון הימן,0,1,0,0
ד”ר אילונה מוגילבצבה,ד”ר אילונה מוגילבצבה,0,1,0,0
ד”ר אילן קורן,ד”ר אילן קורן,0,0,0,1
ד”ר אלדד אדלר,ד”ר אלדד אדלר,0,0,0,0
ד”ר אלון גרונדשטיין,ד”ר אלון גרונדשטיין,0,0,0,0
ד”ר אלון משיח,ד”ר אלון משיח,0,0,1,0
ד”ר אלון פלד,ד”ר אלון פלד,0,1,0,0
ד”ר אליסה סרדס אלון,ד”ר אליסה סרדס אלון,0,1,0,0
ד”ר אלכס ווינדרמן,ד”ר אלכס ווינדרמן,0,1,0,0
ד”ר אלכסנדרה גלייזר,ד”ר אלכסנדרה גלייזר,0,1,1,0
ד”ר אלעד בן ארצי,ד”ר אלעד בן ארצי,1,0,1,0
ד”ר אמיר דראושה,ד”ר אמיר דראושה,0,1,0,0
ד”ר אמיר כיתאני,ד”ר אמיר כיתאני,0,1,1,0
ד”ר אנטון וורשבסקי,ד”ר אנטון וורשבסקי,0,1,0,0
ד”ר אסף בר אל,ד”ר אסף בר אל,0,1,0,0
ד”ר ארז לוי,ד”ר ארז לוי,0,0,0,0
ד”ר ארז נסצקי,ד”ר ארז נסצקי,0,0,0,0
ד”ר אריק רמר,ד”ר אריק רמר,0,1,0,0
ד”ר אתי קצבורג,ד”ר אתי קצבורג,0,1,1,0
ד”ר בועז גבע,ד”ר בועז גבע,0,1,0,0
ד”ר בנימין ראב,ד”ר בנימין ראב,0,0,0,0
ד”ר ג'אלל אבו ערער,ד”ר ג'אלל אבו ערער,0,1,0,0
ד”ר ג'רמי סממה,ד”ר ג'רמי סממה,0,0,1,0
ד”ר גיל מנור,ד”ר גיל מנור,0,1,0,0
ד”ר גיל פיכמן,ד”ר גיל פיכמן,0,1,0,0
ד”ר גלעד אלון,ד”ר גלעד אלון,1,0,1,0
ד”ר גלעד הורוביץ,ד”ר גלעד הורוביץ,0,0,0,0
ד”ר דב טשרנין,ד”ר דב טשרנין,0,1,0,0
ד”ר דוד בן מאיר,ד”ר דוד בן מאיר,1,0,0,0
ד”ר דוד דביר,ד”ר דוד דביר,0,1,0,0
ד”ר דור שוב,ד”ר דור שוב,0,1,0,0
ד”ר דיאב וליד,ד”ר דיאב וליד,0,0,0,0
ד”ר דמיטרי אולשנסקי,ד”ר דמיטרי אולשנסקי,0,1,0,0
ד”ר דמיטרי רגולין,ד”ר דמיטרי רגולין,0,1,0,0
ד”ר דנה כהן,ד”ר דנה כהן,0,1,0,0
ד”ר דני רוטמן,ד”ר דני רוטמן,0,0,0,0
ד”ר דניאל תורג'מן,ד”ר דניאל תורג'מן,1,0,0,0
ד”ר דפנה גרשנבל מילק,ד”ר דפנה גרשנבל מילק,0,0,0,0
ד”ר דרור אשכנזי,ד”ר דרור אשכנזי,1,0,0,0
ד”ר האוורד פרידמן,ד”ר האוורד פרידמן,0,0,1,0
ד”ר הדס עופר פרידמן,ד”ר הדס עופר פרידמן,0,0,0,1
ד”ר הדר מרום,ד”ר הדר מרום,0,0,0,0
ד”ר הדר שמחוני גולדמן,ד”ר הדר שמחוני גולדמן,0,1,0,0
ד”ר הייתם אבו חדיג'ה,ד”ר הייתם אבו חדיג'ה,0,1,0,0
ד”ר הילית קרנר לביא,ד”ר הילית קרנר לביא,0,1,0,0
ד”ר הלית גיא-חן,ד”ר הלית גיא-חן,0,0,0,0
ד”ר ויאצ'סלב סבשניקוב,ד”ר ויאצ'סלב סבשניקוב,0,1,0,0
ד”ר ולדימיר טרושין,ד”ר ולדימיר טרושין,0,1,0,0
ד”ר ולדימיר תורקשיר,ד”ר ולדימיר תורקשיר,0,1,0,0
ד”ר ורה קבסניצקי,ד”ר ורה קבסניצקי,0,1,0,0
ד”ר ז'אן מרק וויינשטיין,ד”ר ז'אן מרק וויינשטיין,0,0,0,0
ד”ר זיד אבו ערער,ד”ר זיד אבו ערער,0,1,0,0
ד”ר חוסאם נסאר,ד”ר חוסאם נסאר,0,0,0,0
ד”ר חזי שמואלי,ד”ר חזי שמואלי,0,1,0,0
ד”ר חן אושרי קונדרשוב,ד”ר חן אושרי קונדרשוב,0,1,0,0
ד”ר חן מאירוף,ד”ר חן מאירוף,0,1,0,0
ד”ר חררדו מורבניק,ד”ר חררדו מורבניק,0,1,0,0
ד”ר טטיאנה פצ'יוני,ד”ר טטיאנה פצ'יוני,0,1,0,0
ד”ר טל בוצר ברנשטיין,ד”ר טל בוצר ברנשטיין,0,1,0,0
ד”ר טל נתיב,ד”ר טל נתיב,0,0,0,0
ד”ר טל פז,ד”ר טל פז,0,0,0,0
ד”ר יהודית שור וולט,ד”ר יהודית שור וולט,1,0,0,0
ד”ר יהונתן איליא,ד”ר יהונתן איליא,0,0,0,0
ד”ר יהונתן קפלן,ד”ר יהונתן קפלן,1,1,0,0
ד”ר יואב חורב,ד”ר יואב חורב,0,1,0,0
ד”ר יואב רכבי,ד”ר יואב רכבי,0,1,0,0
ד”ר יובל נחלון,ד”ר יובל נחלון,0,1,0,0
ד”ר יובל עבדה,ד”ר יובל עבדה,0,1,0,0
ד”ר יובל שפירא,ד”ר יובל שפירא,0,0,0,0
ד”ר יולה קוזאק שר,ד”ר יולה קוזאק שר,0,1,1,0
ד”ר יוליה שיינפלד,ד”ר יוליה שיינפלד,0,1,0,0
ד”ר יומנה בסול אבו-עיטה,ד”ר יומנה בסול אבו-עיטה,0,1,1,0
ד”ר יוסף מנסור,ד”ר יוסף מנסור,0,1,0,0
ד”ר יורי קלסוב,ד”ר יורי קלסוב,0,0,0,0
ד”ר יורם גורביץ,ד”ר יורם גורביץ,0,0,0,0
ד”ר ילנה איסחקוב,ד”ר ילנה איסחקוב,0,0,0,0
ד”ר יעל כהן,ד”ר יעל כהן,0,1,0,0
ד”ר יעל לובין לוי,ד”ר יעל לובין לוי,0,1,0,0
ד”ר יעל רנרט יובל,ד”ר יעל רנרט יובל,0,0,0,0
ד”ר יעל שרון,ד”ר יעל שרון,0,0,0,0
ד”ר יעקב דן- פרופ' לרפואת עיניים gwu d.c,ד”ר יעקב דן- פרופ' לרפואת עיניים GWU D.C,0,1,1,0
ד”ר יצחק מלכה,ד”ר יצחק מלכה,1,0,0,0
ד”ר ישי סקלי,ד”ר ישי סקלי,0,1,0,0
ד”ר כארם חאג' יחיא,ד”ר כארם חאג' יחיא,0,1,0,0
ד”ר כלילה הרשקו,ד”ר כלילה הרשקו,0,1,1,0
ד”ר כרמית שירן,ד”ר כרמית שירן,0,1,0,0
ד”ר לביב קאקונדה,ד”ר לביב קאקונדה,0,0,0,0
ד”ר לואיז הנריקס,ד”ר לואיז הנריקס,0,0,0,0
ד”ר לורין כהן ממן,ד”ר לורין כהן ממן,0,0,0,0
ד”ר ליאלי עבד אל קאדר,ד”ר ליאלי עבד אל קאדר,0,1,0,0
ד”ר ליאת מנדל וייג,ד”ר ליאת מנדל וייג,0,1,0,0
ד”ר ליוס אילי,ד”ר ליוס אילי,0,0,0,0
ד”ר ליסה מנביץ',ד”ר ליסה מנביץ',0,1,0,0
ד”ר לירון מלכא,ד”ר לירון מלכא,1,0,0,0
ד”ר לנה ברזובסקי,ד”ר לנה ברזובסקי,0,1,0,0
ד”ר מאור קולטוצ'ניק,ד”ר מאור קולטוצ'ניק,0,1,0,0
ד”ר מאיה ארד כהן,ד”ר מאיה ארד כהן,0,1,0,0
ד”ר מוג'אהד סח'ניני,ד”ר מוג'אהד סח'ניני,0,1,1,0
ד”ר מוהנד מסעוד,ד”ר מוהנד מסעוד,1,0,0,0
ד”ר מורן מונד,ד”ר מורן מונד,0,1,0,0
ד”ר מחמוד עומר,ד”ר מחמוד עומר,0,1,0,0
ד”ר מיגל שטיין,ד”ר מיגל שטיין,0,0,0,0
ד”ר מיכאל מיקי פקר,ד”ר מיכאל מיקי פקר,0,0,0,0
ד”ר מיכאל צוקרמן,ד”ר מיכאל צוקרמן,0,1,0,0
ד”ר מיכאל רגנבוגן,ד”ר מיכאל רגנבוגן,0,0,0,0
ד”ר מיכאל רוגנבוגן,ד”ר מיכאל רוגנבוגן,0,1,0,0
ד”ר מילכה מרדכייב,ד”ר מילכה מרדכייב,0,1,0,0
ד”ר מירי דותן,ד”ר מירי דותן,0,1,0,0
ד”ר מרדכי לובוצקי,ד”ר מרדכי לובוצקי,0,1,0,0
ד”ר מתי מזרחי,ד”ר מתי מזרחי,0,1,0,0
ד”ר נאיל עבאיה,ד”ר נאיל עבאיה,1,1,0,0
ד”ר נאסר אבו עראר,ד”ר נאסר אבו עראר,0,1,0,0
ד”ר נועה ארד,ד”ר נועה ארד,0,1,0,0
ד”ר נועה גרדוס,ד”ר נועה גרדוס,0,0,0,0
ד”ר נטלי אליוחין,ד”ר נטלי אליוחין,0,1,0,0
ד”ר נטלי בלוך,ד”ר נטלי בלוך,0,1,0,0
ד”ר ניגורה מיכנובסקי,ד”ר ניגורה מיכנובסקי,0,0,1,0
ד”ר נילי שמרוט פרבדה,ד”ר נילי שמרוט פרבדה,0,0,0,0
ד”ר נמרוד דר,ד”ר נמרוד דר,0,1,0,1
ד”ר סבטה טרלצקי,ד”ר סבטה טרלצקי,0,1,0,0
ד”ר סטניסלב קליוץ׳,ד”ר סטניסלב קליוץ׳,0,0,0,0
ד”ר סלבינה שוורץ,ד”ר סלבינה שוורץ,0,0,0,0
ד”ר סרגיי יאלונצקי,ד”ר סרגיי יאלונצקי,0,0,0,1
ד”ר עדו בר,ד”ר עדו בר,0,1,0,0
ד”ר עדי בירון,ד”ר עדי בירון,0,1,0,0
ד”ר עדי לינביץ אוסיוביץ,ד”ר עדי לינביץ אוסיוביץ,0,1,0,0
ד”ר עדי נוסרטי פרצ׳יק,ד”ר עדי נוסרטי פרצ׳יק,0,0,0,0
ד”ר עדי רובין בן-יואב,ד”ר עדי רובין בן-יואב,0,0,0,0
ד”ר עדית דובי סובול,ד”ר עדית דובי סובול,0,1,0,0
ד”ר עודד רבאו,ד”ר עודד רבאו,0,0,0,0
ד”ר עוז סגל,ד”ר עוז סגל,0,0,0,0
ד”ר עומר טרביצקי,ד”ר עומר טרביצקי,0,0,1,1
ד”ר עופר קובו,ד”ר עופר קובו,0,1,0,0
ד”ר עידו שטהל,ד”ר עידו שטהל,1,0,0,0
ד”ר עידית דן,ד”ר עידית דן,0,1,0,0
ד”ר עינב בכר,ד”ר עינב בכר,0,1,0,0
ד”ר עמאד סחניני,ד”ר עמאד סחניני,1,1,0,1
